id,interests,graduated_courses,on_progress_courses,events_attended,challenge_joined,winning_apps
379442,,,Memulai Pemrograman Dengan Java,,,
379445,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379448,,"Belajar Dasar Pemrograman JavaScript,Belajar Membuat Aplikasi Back-End untuk Pemula","Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game dengan Construct 2,Memulai Pemrograman Dengan C,Memulai Pemrograman Dengan Java,Source Code Management untuk Pemula",Baparekraf Developer Day 2021,,
379451,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379454,,,,,,
379457,,,"Belajar Membuat Game untuk Pemula,Membangun Progressive Web Apps",,,
379460,,,"Bangkit Application Screening,Bangkit Cloud Assessment,Bangkit General Assessment,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Python","ConstraintLayout: Handle with Care,Building iOS Apps for Billion Users,Mengelola dan Melindungi Data Sensitif dengan Vault,Launching Indosat Ooredoo Virtual Hackathon dan Talkshow,Baparekraf Developer Day 2021",,
379463,,,,,,
379466,,,,,,
379469,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin,Belajar Prinsip Pemrograman SOLID","Belajar Dasar Visualisasi Data,Belajar Fundamental Aplikasi Android","Lintasarta Developer Talk Online Series #2 - Simple Animation on Android,Lintasarta Developer Talk Online Series #3 - Boost Android App using Android Jetpack,ConstraintLayout: Handle with Care,Lintasarta Developer Talk Online Series #4 - Best Practices and Lessons Learned  as a Developer,Lintasarta Developer Talk Online Series #6 - Journey to parsing JSON in Android,Transformasi Karyawan ke Working From Home,Intro to Software Product Management,Ayo Maju Bersama Komunitas Google di Indonesia,""Android Developer Roadmap : Cara menjadi Android Developer"" - Online Meetup #1 Android Dev Kalsel,Baparekraf Developer Day 2020,Cara Tepat Menjadi iOS Developer Expert",Create Any Android App using Firebase,
379472,,,"Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula",Tips Sukses Berkarir sebagai Developer dan Programmer 2021,,
379475,,,,,,
379478,"Android,Web,iOS,Machine Learning",Belajar Dasar Pemrograman Web,"Belajar Membuat Aplikasi Kognitif,Belajar Membuat Game untuk Pemula,Memulai Pemrograman Dengan Java,Menjadi Game Developer Expert",,,
379481,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379484,,,,,,
379487,,,Belajar Fundamental Aplikasi Android,,,
379490,,Belajar Dasar Pemrograman Web,Memulai Pemrograman Dengan Java,,,
379493,,,Belajar Membuat Game dengan Construct 2,,,
379496,,,,,,
379499,,,,,,
379502,,,,,,
379505,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game dengan Construct 2,Belajar Membuat Game untuk Pemula,Memulai Pemrograman Dengan Java",,,
379508,,,,,,
379511,,,Belajar Membuat Game dengan Construct 2,,,
379514,,Belajar Membuat Aplikasi Android untuk Pemula,"Belajar Fundamental Aplikasi Android,Memulai Pemrograman Dengan Java",BEKRAF Developer Day 2019 - Mataram,,
379517,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game dengan Construct 2",,,
379520,,,Belajar Membuat Game dengan Construct 2,,,
379523,,Belajar Dasar Pemrograman Web,,,,
379526,,,,,,
379529,,,,,,
379532,,,Belajar Membuat Game dengan Construct 2,,,
379535,,,Belajar Membuat Game dengan Construct 2,,,
379538,,,,,,
379541,,,,,,
379544,,,Belajar Membuat Game dengan Construct 2,,,
379547,,,Belajar Membuat Game dengan Construct 2,,,
379550,,,Belajar Membuat Game dengan Construct 2,,,
379553,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379556,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379559,,,,,,
379562,,,,,,
379565,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379568,,,Belajar Membuat Game dengan Construct 2,,,
379571,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Dasar Pemrograman Web,Belajar Fundamental Front-End Web Development","Belajar Android Jetpack Pro,Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Kognitif,Memulai Pemrograman Dengan Java","BEKRAF Developer Day 2019 - Malang,Baparekraf Developer Day 2020,Dicoding Developer Coaching #6: Android | Membuat Aplikasi Android Pertama dengan Android Studio",,
379574,,,,,,
379577,,,,,,
379580,,,,,,
379583,,,,,,
379586,,"Memulai Pemrograman Dengan Python,Belajar Dasar Visualisasi Data,Belajar Machine Learning untuk Pemula,Belajar Pengembangan Machine Learning","Bangkit Application Screening,Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Java,Pengantar Teknologi Blockchain","BEKRAF Developer Day 2019 - Purwokerto,Baparekraf Developer Day 2020,Baparekraf Developer Day 2021",,
379589,,,,,,
379592,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin","Belajar Dasar Pemrograman Web,Belajar Fundamental Aplikasi Android,Belajar Membuat Game untuk Pemula,Memulai Pemrograman Dengan Java","""Android Developer Roadmap : Cara menjadi Android Developer"" - Online Meetup #1 Android Dev Kalsel,Baparekraf Developer Day 2020,Launching Indosat Ooredoo Virtual Hackathon dan Talkshow",,
379595,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin,Belajar Dasar Pemrograman Web,Belajar Android Jetpack Pro,Belajar Fundamental Front-End Web Development,Menjadi Android Developer Expert,Belajar Prinsip Pemrograman SOLID,Menjadi Front-End Web Developer Expert,Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,Meniti Karier sebagai Software Developer","Bangkit Application Screening,Belajar Membangun LINE Chatbot,Belajar Membuat Augmented Reality,Belajar Membuat Game untuk Pemula,Membangun Progressive Web Apps,Memulai Pemrograman Dengan Dart,Memulai Pemrograman Dengan Java,Menjadi AWS Solutions Architect Associate,Menjadi Azure Cloud Developer,Simulasi Ujian Associate Android Developer","BEKRAF Developer Day 2019 - Malang,IDCamp 2019 Virtual Graduation Day,Baparekraf Developer Day 2020,Cara Cepat Membangun UI/UX dengan Memanfaatkan Fitur pada Figma,GITS Webinar: Supercharge Your Android Apps with Constraint Layout,Build Your Beautiful Apps Using SwiftUI,Lean-Agile Mindset,Membangun Mobile Backend Menggunakan Kotlin,Menggunakan NoSQL Database di Aplikasi Android,Coding Yourself: Memprogram Keunikan Diri Sendiri,Talkshow & Virtual Hackathon Finalist Announcement,Baparekraf Developer Day 2022",,
379598,,,"Belajar Membuat Aplikasi Android untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Kotlin,Memulai Pemrograman Dengan Python,Source Code Management untuk Pemula",,,
379601,,,,,,
379604,,,,,,
379607,,,,,,
379610,,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin",IDCamp 2019 Virtual Graduation Day,,
379616,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379619,,,,,,
379622,,,"Belajar Membangun LINE Chatbot,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer",,,
379625,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Pengantar Teknologi Blockchain",,,
379628,,,,,,
379634,,,,,,
379637,,,,,,
379640,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379643,,Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula,Build Your Beautiful Apps Using SwiftUI,,
379646,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379649,,,"Belajar Membuat Aplikasi Android untuk Pemula,Menjadi Google Cloud Engineer",,,
379652,,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Python",,,
379655,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379658,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game untuk Pemula",,,
379661,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Menjadi AWS Solutions Architect Associate",,,
379664,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game untuk Pemula",,,
379667,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379670,,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Dart",,,
379673,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379676,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379679,,Belajar Dasar Pemrograman Web,"Belajar Fundamental Front-End Web Development,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java",,,
379682,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379685,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379688,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379691,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379694,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379697,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379700,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379703,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379706,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Prinsip Pemrograman SOLID,Membangun Progressive Web Apps",,,
379709,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379712,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379715,,Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula,,,
379718,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379721,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379724,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379727,,Belajar Membuat Aplikasi Android untuk Pemula,,,,
379730,,,,,,
379733,,,,,,
379736,,Belajar Dasar Pemrograman Web,"Belajar Fundamental Front-End Web Development,Belajar Membuat Aplikasi Android untuk Pemula",,,
379739,,,Pengantar Teknologi Blockchain,,,
379742,,,,,,
379745,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379748,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379751,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379754,,,,,,
379757,,,Belajar Membuat Game untuk Pemula,,,
379760,,,,,,
379763,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379766,,"Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,Memulai Pemrograman Dengan Swift,Belajar Prinsip Pemrograman SOLID","Belajar Membangun LINE Chatbot,Belajar Membuat Aplikasi iOS untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Menjadi Flutter Developer Expert (2019)",Dicoding Developer Coaching #13: Android | Melakukan Testing secara Otomatis pada Android,,
379769,,,,,,
379772,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379775,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379778,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379781,,"Belajar Dasar Pemrograman JavaScript,Belajar Membuat Aplikasi Back-End untuk Pemula","Belajar Membuat Aplikasi Android untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)",Baparekraf Developer Day 2020,,
379784,,,Belajar Membuat Game dengan Construct 2,,,
379787,,,Belajar Fundamental Aplikasi Android,,,
379790,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379793,,,,,,
379796,,,,,,
379799,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379802,,"Belajar Prinsip Pemrograman SOLID,Belajar Dasar Visualisasi Data","Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java",,,
379805,,,"Memulai Pemrograman Dengan Java,Pengantar Teknologi Blockchain",,,
379808,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379811,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379814,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379817,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379820,,,,,,
379823,,,,,,
379826,,,,,,
379829,,,Memulai Pemrograman Dengan Java,,,
379832,,,Belajar Fundamental Aplikasi Android,,,
379835,,,Belajar Membuat Game dengan Construct 2,,,
379838,,,,,,
379841,,,,,,
379844,,,,,,
379847,,,,,,
379850,,,,[DSC Event] Let's start with Google Cloud Platform!,,
379853,,,Belajar Membuat Game dengan Construct 2,,,
379856,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game untuk Pemula,Menjadi Game Developer Expert",,,
379859,,,Belajar Membuat Game dengan Construct 2,,,
379862,,,,,,
379865,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379868,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin,Memulai Pemrograman Dengan Python,Belajar Dasar Pemrograman Web,Belajar Dasar Visualisasi Data,Belajar Machine Learning untuk Pemula,Belajar Pengembangan Machine Learning","Belajar Membangun LINE Chatbot,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)",Indosat Ooredoo Digital Camp (IDCamp) Developers Meetup - Bandung,,
379871,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game untuk Pemula",,,
379874,,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,,,,
379877,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379880,,,Belajar Fundamental Aplikasi Android,,,
379883,,,"Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)",,,
379886,,,,,,
379889,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379892,,Belajar Membuat Aplikasi Android untuk Pemula,,"GITS Expert Talks: Product Development: Bagaimana Menyatukan Inovasi, User Needs & Visi,Dicoding Developer Coaching #18: Android | Membuat Aplikasi Pengingat dengan Menggunakan Alarm dan Scheduler,Membuat Model Machine Learning tanpa Coding,Tren Pengembangan Aplikasi Android di 2021",,
379895,,,,,,
379898,,,,,,
379901,,,Belajar Membuat Game dengan Construct 2,,,
379904,,,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,,,
379907,,,,,,
379910,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java,Belajar Prinsip Pemrograman SOLID,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)","Architecting on AWS (Membangun Arsitektur Cloud di AWS),Belajar Membuat Aplikasi Back-End untuk Pemula dengan Google Cloud,Memulai Pemrograman Dengan C,Source Code Management untuk Pemula","Baparekraf Developer Day 2020,Web Developer From Zero to Hero,Cloud Computing Journey bersama AWS,Dicoding Developer Coaching #42: Flutter | Membuat Aplikasi Flutter Pertamamu,Dicoding Developer Coaching #43: Flutter | Mengenal Widget pada Flutter",,
379913,,,,,,
379916,,,,,,
379919,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game untuk Pemula",,,
379922,,,,,,
379925,,,Memulai Pemrograman Dengan Java,,,
379928,,,,,,
379931,,,,,,
379934,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379937,,,,,,
379940,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379943,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Membangun Progressive Web Apps,Memulai Pemrograman Dengan Kotlin,Belajar Dasar Pemrograman Web,Belajar Fundamental Front-End Web Development,Memulai Pemrograman Dengan Dart","Belajar Membangun LINE Chatbot,Belajar Membuat Aplikasi Kognitif,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Python,Pengantar Teknologi Blockchain,Source Code Management untuk Pemula","BEKRAF Developer Day 2019 - Solo,Lintasarta Developer Talk Online Series #1 - JavaScript Module Bundler dengan Webpack,Lintasarta Developer Talk Online Series #2 - Simple Animation on Android,Lintasarta Developer Talk Online Series #3 - Boost Android App using Android Jetpack,Lintasarta Developer Talk Online Series #5 - SQlite vs Room,Lintasarta Developer Talk Online Series #6 - Journey to parsing JSON in Android,Tips Menulis Kode yang Konsisten di JavaScript: Metode ESLint!,Baparekraf Developer Day 2020,Baparekraf Developer Day 2021,Dicoding Developer Coaching #38: Android | 5 Library Android yang Patut Kamu Coba di 2021,Technology as Enabler to Improve Women Empowerment - SheHacks 2021 Launching,TechTalk 2021: Peningkatan Performa Software Delivery dengan CI/CD",,
379946,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379949,,,"Belajar Membangun LINE Chatbot,Belajar Membuat Aplikasi Android untuk Pemula,Belajar Prinsip Pemrograman SOLID,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Kotlin","Baparekraf Developer Day 2020,GITS Webinar: Supercharge Your Android Apps with Constraint Layout,Cara Menjadi Android Developer Expert,Lean-Agile Mindset,Dicoding Developer Coaching #1: Android | Membuat Project Pertama dengan Kotlin,Dicoding Developer Coaching #2: Android | Tipe Data dan Collection pada Kotlin,Dicoding Developer Coaching #6: Android | Membuat Aplikasi Android Pertama dengan Android Studio",,
379952,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
379955,,,Belajar Dasar Pemrograman Web,,,
379958,,,,,,
379961,,,Memulai Pemrograman Dengan Java,,,
379964,,,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,,,
379967,,,,,,
379970,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Kotlin,Memulai Pemrograman Dengan Python,Memulai Pemrograman Dengan Swift,Belajar Prinsip Pemrograman SOLID,Belajar Membuat Aplikasi iOS untuk Pemula,Belajar Dasar Visualisasi Data,Memulai Pemrograman Dengan Dart,Belajar Fundamental Aplikasi iOS,Menjadi iOS Developer Expert","Belajar Fundamental Aplikasi Android,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Java","Building iOS Apps for Billion Users,Build Your Beautiful Apps Using SwiftUI,Cara Menjadi Android Developer Expert,Lean-Agile Mindset,Membangun Mobile Backend Menggunakan Kotlin,Mengelola dan Melindungi Data Sensitif dengan Vault,Scrum Introduction,Cara Tepat Menjadi iOS Developer Expert,Potensi Karier Menjadi iOS Developer di Masa Depan",,
379973,,Belajar Dasar Pemrograman Web,Memulai Pemrograman Dengan Java,,,
379976,,,Memulai Pemrograman Dengan Java,,,
379979,,,Memulai Pemrograman Dengan Java,,,
379982,,,Memulai Pemrograman Dengan Java,,,
379985,,,Memulai Pemrograman Dengan Java,,,
379988,,,Memulai Pemrograman Dengan Java,,,
379991,,,,,,
379994,,,Memulai Pemrograman Dengan Java,,,
379997,,,"Memulai Pemrograman Dengan Java,Source Code Management untuk Pemula",,,
380000,,,Memulai Pemrograman Dengan Java,,,
380003,,,,,,
380006,,,Memulai Pemrograman Dengan Java,,,
380009,,,"Memulai Pemrograman Dengan Java,Source Code Management untuk Pemula",,,
380012,,,"Memulai Pemrograman Dengan Java,Source Code Management untuk Pemula",,,
380015,,,,,,
380018,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380021,,,Memulai Pemrograman Dengan Java,,,
380024,,,,,,
380027,,,Memulai Pemrograman Dengan Java,,,
380030,,,,,,
380033,,Belajar Dasar Pemrograman Web,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Front-End Web untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan C,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Kotlin","Dicoding Developer Coaching #6: Android | Membuat Aplikasi Android Pertama dengan Android Studio,Teknologi Baru Android di Google I/O 2021",,
380036,,,,,,
380039,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380042,,,"Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Game dengan Construct 2,Memulai Pemrograman Dengan Java",,,
380045,,,"Belajar Membangun LINE Chatbot,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer",,,
380048,,,"Belajar Membuat Aplikasi Android untuk Pemula,Pengantar Teknologi Blockchain",,,
380051,,,,,,
380054,,,,,,
380057,,,,,,
380060,,,,,,
380063,,Meniti Karier sebagai Software Developer,"Belajar Dasar Pemrograman Web,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)",Tips Sukses Berkarir sebagai Developer dan Programmer 2021,,
380066,,,,,,
380069,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula",,,
380072,,,,,,
380075,,,,,,
380078,,,,,,
380081,,,,,,
380084,,,,,,
380087,,,,,,
380090,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380093,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380096,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380099,,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,,,,
380102,,,,,,
380105,,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,,,,
380108,,,"Belajar Membuat Aplikasi Android untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Java",Baparekraf Developer Day 2021,,
380111,,,"Belajar Membuat Aplikasi Android untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,Memulai Pemrograman Dengan C,Memulai Pemrograman Dengan Java",,,
380114,,,Belajar Membuat Aplikasi Android untuk Pemula,Baparekraf Developer Day 2022,,
380117,,,,,,
380120,,,"Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula",,,
380123,,,,,,
380126,,,,,,
380129,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380132,,,"Belajar Dasar Pemrograman Web,Memulai Pemrograman Dengan Dart,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Python",Tips Sukses Berkarir sebagai Developer dan Programmer 2021,,
380135,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380138,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Aplikasi Kognitif,Kotlin Android Developer Expert,Memulai Pemrograman Dengan Java,Pengantar Teknologi Blockchain",,,
380141,,,"Belajar Membuat Aplikasi Android untuk Pemula,Pengantar Teknologi Blockchain",,,
380144,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380147,,,,,,
380150,,,"Belajar Dasar Pemrograman Web,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Python",,,
380153,,Belajar Dasar Visualisasi Data,"Belajar Machine Learning untuk Pemula,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Python",,,
380156,,,,,,
380157,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380159,,,,,,
380162,,,"Belajar Dasar Pemrograman Web,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer",,,
380165,,,,,,
380168,,,,,,
380171,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380174,,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java,Memulai Pemrograman Dengan Kotlin",,,
380177,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380180,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380183,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula",,,
380186,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380189,,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan C",,,
380192,,,"Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Python",,,
380195,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380198,,Belajar Membuat Aplikasi Android untuk Pemula,"Belajar Dasar Pemrograman Web,Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Kognitif,Belajar Prinsip Pemrograman SOLID,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Java","Baparekraf Developer Day 2020,Membangun Aplikasi Serverless di Platform AWS",,
380201,,,"Belajar Fundamental Aplikasi Android,Belajar Membangun LINE Chatbot,Belajar Membuat Aplikasi Android untuk Pemula,Kotlin Android Developer Expert,Memulai Pemrograman Dengan Java,Pengantar Teknologi Blockchain",,,
380204,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380207,,,,,,
380210,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380213,,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),"Architecting on AWS (Membangun Arsitektur Cloud di AWS),Belajar Membuat Aplikasi Android untuk Pemula",,,
380216,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380219,,,Membangun Progressive Web Apps,,,
380222,,,Belajar Fundamental Aplikasi Android,,,
380225,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380228,,,"Belajar Fundamental Aplikasi Android,Belajar Machine Learning untuk Pemula,Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Aplikasi Back-End untuk Pemula,Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),Memulai Pemrograman Dengan Kotlin",,,
380231,,,Belajar Membangun LINE Chatbot,,,
380234,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Prinsip Pemrograman SOLID",,,
380237,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Memulai Pemrograman Dengan Java",,,
380240,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380243,,,"Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Aplikasi Back-End untuk Pemula",,,
380246,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380249,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380252,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380255,,,"Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula",,,
380258,,,Belajar Membuat Game dengan Construct 2,,,
380261,,,,,,
380264,,,,,,
380267,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380270,,,Belajar Membuat Aplikasi Android untuk Pemula,,,
380273,,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,"Belajar Dasar Visualisasi Data,Belajar Fundamental Aplikasi Android,Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Aplikasi Kognitif,Belajar Membuat Game dengan Construct 2,Memulai Pemrograman Dengan Java,Menjadi Azure Cloud Developer,Pengantar Teknologi Blockchain","Lintasarta Developer Talk - Medan,Dicoding Developer Coaching #3: Android | Perulangan dan Percabangan pada Kotlin,Scrum Introduction,Launching Indosat Ooredoo Virtual Hackathon dan Talkshow,Dicoding Developer Coaching #4: Android | Functional dan OOP pada Kotlin,Menggunakan NoSQL Database di Aplikasi Android,Fundamental and Research Big Data Analytic",,
380276,,,,,,
380279,"Android,Web,iOS,AR/VR,Cloud",Cloud Practitioner Essentials (Belajar Dasar AWS Cloud),"Architecting on AWS (Membangun Arsitektur Cloud di AWS),Belajar Dasar UX Design,Belajar Membuat Aplikasi Android untuk Pemula,Belajar Membuat Augmented Reality dengan Lens Studio","TechTalk 2021: Peningkatan Performa Software Delivery dengan CI/CD,TechTalk 2021: Peran IT Security dalam Penerapan DevOps,Membangun Aplikasi Serverless di Platform AWS",,
380282,,,Belajar Membuat Game untuk Pemula,,,
